x
ENSG00000015413
ENSG00000018236
ENSG00000074803
ENSG00000100665
ENSG00000101204
ENSG00000105141
ENSG00000107165
ENSG00000114638
ENSG00000116183
ENSG00000116218
ENSG00000122194
ENSG00000124143
ENSG00000131183
ENSG00000131482
ENSG00000134258
ENSG00000136872
ENSG00000145626
ENSG00000149575
ENSG00000153303
ENSG00000153822
ENSG00000164893
ENSG00000171885
ENSG00000173376
ENSG00000178772
ENSG00000184905
ENSG00000187048
ENSG00000189320
ENSG00000197891
ENSG00000241186
